iter	Logloss
388	0.01722650487
389	0.01719879022
390	0.01717062678
391	0.01708890001
392	0.01707344073
393	0.01699493386
394	0.0169587421
395	0.01694635842
396	0.01688214361
397	0.01687997411
398	0.0168291481
399	0.01682495195
400	0.01680180156
401	0.01678230606
402	0.0167312775
403	0.01669334032
404	0.01664193003
405	0.01664118614
406	0.01657749926
407	0.01657062251
408	0.01657039774
409	0.01657039573
410	0.016500768
411	0.0164876727
412	0.0164876727
413	0.01648743771
414	0.0164134257
415	0.01639841058
416	0.01629147688
417	0.0162590353
418	0.01617889324
419	0.01609379486
420	0.01604545453
421	0.01601230373
422	0.01598825911
423	0.01590232571
424	0.01586548224
425	0.01580860452
426	0.01580605104
427	0.01579421049
428	0.01575485721
429	0.01570256636
430	0.01563988637
431	0.01557535728
432	0.01551163112
433	0.01542763579
434	0.01541850448
435	0.01537139459
436	0.01537139368
437	0.01535534429
438	0.01534605223
439	0.01522215528
440	0.01521987757
441	0.01515865029
442	0.0151333582
443	0.01506682367
444	0.01499066026
445	0.0149785927
446	0.01497552092
447	0.01491792985
448	0.01491792939
449	0.01485404058
450	0.01482765284
451	0.01482330215
452	0.01479633647
453	0.01473662374
454	0.01465336955
455	0.01462020516
456	0.01459616611
457	0.01455373835
458	0.01450093828
459	0.01443570246
460	0.01442862083
461	0.01440427532
462	0.01436125074
463	0.01431385185
464	0.01429309515
465	0.01423999427
466	0.0142399896
467	0.01416296999
468	0.01408139666
469	0.01408100754
470	0.01403345249
471	0.01399392162
472	0.01398428898
473	0.01394019846
474	0.01385937148
475	0.01384183959
476	0.01382126243
477	0.01380553407
478	0.01378511394
479	0.01372521695
480	0.0136530286
481	0.01360055024
482	0.01359967944
483	0.01357754913
484	0.01350483015
485	0.01348860162
486	0.01346235952
487	0.01336895329
488	0.01336529341
489	0.01330224668
490	0.01327760167
491	0.01325476004
492	0.0131977094
493	0.01312410214
494	0.0130661158
495	0.01306611311
496	0.01299741661
497	0.01292616986
498	0.01289319271
499	0.01286962698
500	0.0128365144
501	0.01281826471
502	0.01272760212
503	0.01271945027
504	0.01264568535
505	0.01259871715
506	0.01258506392
507	0.01255013687
508	0.0125501251
509	0.01253324273
510	0.01247149393
511	0.0124245888
512	0.01242458846
513	0.01237613573
514	0.01232347812
515	0.01228380348
516	0.01228380258
517	0.01227264327
518	0.01222814535
519	0.01217684707
520	0.01212277559
521	0.01208657554
522	0.01202394493
523	0.01199724035
524	0.01195250123
525	0.0119008739
526	0.01190031404
527	0.01190030701
528	0.0118958143
529	0.01181665271
530	0.01175905074
531	0.01171638318
532	0.01164644018
533	0.01163748125
534	0.01162843603
535	0.01160514059
536	0.01156531882
537	0.01152561791
538	0.01150958504
539	0.01150629576
540	0.01149380104
541	0.01143794608
542	0.01140569284
543	0.01135658334
544	0.01131986467
545	0.01131125961
546	0.01126025058
547	0.0112602489
548	0.01126024798
549	0.01123237988
550	0.01118218211
551	0.01116020047
552	0.01115955466
553	0.011114848
554	0.0110985715
555	0.01109074888
556	0.01106496725
557	0.01101633652
558	0.01101633597
559	0.01095838895
560	0.01093025378
561	0.01093021612
562	0.01087754208
563	0.01087754134
564	0.01087524543
565	0.01082803272
566	0.01079229841
567	0.01078228916
568	0.01077931792
569	0.01077931725
570	0.01073690089
571	0.0107129086
572	0.01066157852
573	0.01065877876
574	0.01063389962
575	0.01057271071
576	0.0105504607
577	0.01049997358
578	0.01043399176
579	0.01043398536
580	0.01040215778
581	0.01040214249
582	0.01038402335
583	0.01036787159
584	0.01033278164
585	0.01033232614
586	0.01028567801
587	0.01024226277
588	0.01020602095
589	0.01017371051
590	0.01015436404
591	0.01010238118
592	0.01009629949
593	0.01009629949
594	0.01005671467
595	0.01005520831
596	0.01002811089
597	0.009958466908
598	0.009945673237
599	0.009902721932
600	0.009850865249
601	0.00982495944
602	0.009819273929
603	0.009783251858
604	0.009757083532
605	0.009756554761
606	0.009754973306
607	0.009754965201
608	0.009746950256
609	0.009732158659
610	0.009666936645
611	0.009635594135
612	0.009633401905
613	0.009633400985
614	0.00960724177
615	0.009607241685
616	0.009563989315
617	0.009513103329
618	0.009502090125
619	0.009497892954
620	0.009463621957
621	0.009421039145
622	0.009411300826
623	0.009389208497
624	0.009389197815
625	0.009340525143
626	0.009325458898
627	0.009273084234
628	0.00927291601
629	0.009244625287
630	0.009241234875
631	0.009233577515
632	0.009177549101
633	0.009141085345
634	0.009127845901
635	0.009127845543
636	0.009117115255
637	0.009115389161
638	0.009110159277
639	0.009101471295
640	0.009069932801
641	0.009068231388
642	0.009031389447
643	0.008990005935
644	0.008988198339
645	0.008984387157
646	0.008957187129
647	0.008923881725
648	0.008910441532
649	0.008910440794
650	0.008910430135
651	0.008868711077
652	0.0088661005
653	0.008823192132
654	0.008802127451
655	0.00876994591
656	0.008769944327
657	0.008738886702
658	0.008693459684
659	0.008655714995
660	0.00864875406
661	0.008637808288
662	0.008578499666
663	0.008552542248
664	0.00850835211
665	0.008499251795
666	0.008499250381
667	0.008471051779
668	0.008463387509
669	0.008463385319
670	0.008459829771
671	0.008430639997
672	0.008388699094
673	0.008373851758
674	0.008357752097
675	0.008349891847
676	0.00834625111
677	0.008346242448
678	0.008346239728
679	0.008325950365
680	0.00829237684
681	0.008292376321
682	0.008264116521
683	0.008264115681
684	0.008256582754
685	0.008256580859
686	0.008252935701
687	0.008248901995
688	0.008241033067
689	0.008220375191
690	0.008216944424
691	0.008173065967
692	0.008144159628
693	0.008144159507
694	0.008124464967
695	0.008121123372
696	0.008121122699
697	0.008116625871
698	0.008095135648
699	0.008095133767
700	0.008076227259
701	0.008069685003
702	0.008033820501
703	0.008027492725
704	0.00802451875
705	0.008022489572
706	0.008005322961
707	0.007965996454
708	0.007965994897
709	0.007962860847
710	0.007931179932
711	0.007900895098
712	0.007897471551
713	0.007897465868
714	0.007895119168
715	0.007895117874
716	0.007895115051
717	0.007860601669
718	0.007847601344
719	0.007846428402
720	0.007819714989
721	0.007816998367
722	0.007811942566
723	0.007787829231
724	0.00778578293
725	0.007783685664
726	0.007743614029
727	0.007743613725
728	0.007743602772
729	0.00774360208
730	0.007743585262
731	0.007739851158
732	0.007709170166
733	0.007709157803
734	0.00770510533
735	0.007669802004
736	0.007635469883
737	0.007631757728
738	0.007626189064
739	0.007625622013
740	0.00760096222
741	0.007564223232
742	0.007524015283
743	0.007487125417
744	0.007471539652
745	0.007447289443
746	0.00744194041
747	0.007411567693
748	0.007395369867
749	0.007395368328
750	0.00739242515
751	0.00737255994
752	0.007372553601
753	0.007347891402
754	0.007345982417
755	0.007343041573
756	0.007326021096
757	0.007308062068
758	0.007276339363
759	0.007273371382
760	0.007257516038
761	0.007257509596
762	0.007257507788
763	0.007257505288
764	0.007257500206
765	0.007222758666
766	0.007205091815
767	0.007187334072
768	0.007187325468
769	0.007187320879
770	0.00718732067
771	0.007184528884
772	0.007183772494
773	0.007177147595
774	0.007170597081
775	0.007167537175
776	0.007167536897
777	0.007167535436
778	0.007167532868
779	0.007137038167
780	0.007098232499
781	0.007096924755
782	0.007096830803
783	0.007096829366
784	0.007096819865
785	0.007094051727
786	0.007067921267
787	0.007037549996
788	0.007008041322
789	0.006996479777
790	0.00699647803
791	0.0069681107
792	0.006968108128
793	0.00696185565
794	0.006958013146
795	0.006950236042
796	0.006941338857
797	0.006934732019
798	0.006919187972
799	0.006917934657
800	0.006917481577
801	0.006893886647
802	0.006885737758
803	0.006885735465
804	0.006885735465
805	0.006885418743
806	0.006880843551
807	0.006880834667
808	0.006880828366
809	0.006867035873
810	0.006862037268
811	0.006862034025
812	0.006845431617
813	0.006817737232
814	0.006817735211
815	0.006817732928
816	0.006817718158
817	0.006817715327
818	0.00681604375
819	0.006808060115
820	0.006807413565
821	0.006798004005
822	0.006795319611
823	0.00679531499
824	0.006767960245
825	0.006760298554
826	0.006737676668
827	0.006726585847
828	0.006699308348
829	0.006699301671
830	0.006699296603
831	0.006699111766
832	0.00669598811
833	0.006687475418
834	0.006687471576
835	0.006674948608
836	0.006674947582
837	0.006674940128
838	0.006667719641
839	0.006667712133
840	0.006641048452
841	0.006627998596
842	0.006621218689
843	0.006621216398
844	0.00661814478
845	0.006615862382
846	0.006615860595
847	0.006594548103
848	0.006594275313
849	0.006591718476
850	0.006588739489
851	0.006588737425
852	0.006568003356
853	0.006567995861
854	0.006567993418
855	0.006567925358
856	0.006558412482
857	0.006558410299
858	0.006558399795
859	0.006549172117
860	0.006549172117
861	0.006549159577
862	0.006549133546
863	0.006549132411
864	0.006548327666
865	0.006540009829
866	0.006520748748
867	0.006520747285
868	0.006520746655
869	0.006520745599
870	0.006512765935
871	0.006512762982
872	0.006512762624
873	0.006512762081
874	0.006485720506
875	0.006485718403
876	0.006474479483
877	0.006474214064
878	0.006474213594
879	0.006473954768
880	0.006473953849
881	0.006448319618
882	0.006448318106
883	0.00644831764
884	0.006445480944
885	0.006420202096
886	0.00642019923
887	0.006420190851
888	0.006400432542
889	0.006396215722
890	0.006393435422
891	0.006387723892
892	0.006380109055
893	0.00636981777
894	0.006360754187
895	0.00635331813
896	0.006351319629
897	0.006322799179
898	0.006322796274
899	0.006318471976
900	0.006314497502
901	0.006295601456
902	0.006271903321
903	0.00626815067
904	0.006244475534
905	0.006244473601
906	0.00624446677
907	0.00624446313
908	0.006244454953
909	0.006244454068
910	0.006242714605
911	0.006219587861
912	0.006219582851
913	0.006219582851
914	0.006219581841
915	0.006219580843
916	0.006215539869
917	0.006215538611
918	0.006215530566
919	0.00621405815
920	0.006214054886
921	0.006203949613
922	0.006203455322
923	0.006203448721
924	0.00620344715
925	0.006185385394
926	0.006162287958
927	0.006162284633
928	0.006158126676
929	0.006135434591
930	0.006113203428
931	0.006113198348
932	0.00611279706
933	0.006112554618
934	0.006108587194
935	0.006083980455
936	0.006083976754
937	0.006083975957
938	0.006083975076
939	0.006083972265
940	0.006083970686
941	0.006083965409
942	0.006083963133
943	0.006083954812
944	0.006083952993
945	0.00607565992
946	0.006075659418
947	0.006075658573
948	0.006075655192
949	0.006039099905
950	0.006039095764
951	0.006039095764
952	0.006039095381
953	0.006039094935
954	0.006039092762
955	0.006037803306
956	0.006037799482
957	0.006037797187
958	0.006037796361
959	0.006037795505
960	0.00603779468
961	0.0060362717
962	0.006013273157
963	0.006013263918
964	0.006013263918
965	0.006013263105
966	0.006013261958
967	0.006011641397
968	0.00599433598
969	0.00599433578
970	0.005994332517
971	0.005994329256
972	0.00599432841
973	0.00599432742
974	0.005993551867
975	0.005993546253
976	0.005993525817
977	0.005993143115
978	0.005985588359
979	0.005985587391
980	0.005961905615
981	0.005961890509
982	0.005959782098
983	0.005959781593
984	0.005959781593
985	0.005959781169
986	0.005959781169
987	0.005959781169
988	0.005954915156
989	0.005954908595
990	0.00595490209
991	0.005954887641
992	0.005954887408
993	0.005954871617
994	0.005954850899
995	0.005954849072
996	0.005954849072
997	0.005946106088
998	0.0059461028
999	0.005946097451
